,index,title,domestic_gross,foreign_gross,release_date,genres,vote_average,popularity,worldwide_gross,production_budget,genre1,genre2,genre3
518,1818,Step Up All In,14900000.0,71300000.0,2014-07-25,"Drama,Music,Romance",6.8,11.766,86200000.0,,Drama,Music,Romance
519,1820,The Pyramid,2800000.0,14100000.0,2014-12-05,"Action,Adventure,Horror",4.8,11.732,16900000.0,,Action,Adventure,Horror
520,1822,"Love, Rosie",20400.0,25600000.0,2014-12-06,"Comedy,Romance",7.8,11.338,25620400.0,,Comedy,Romance,
521,1823,Life of Crime,265000.0,,2014-08-29,"Comedy,Crime",5.6,11.337,,,Comedy,Crime,
522,1825,Deliver Us From Evil,30600000.0,57400000.0,2014-07-02,"Horror,Mystery,Thriller",6.1,11.283,88000000.0,,Horror,Mystery,Thriller
523,1830,The Salvation,44900.0,,2014-10-13,"Drama,Western",6.4,11.14,,,Drama,Western,
524,1839,The Tale of The Princess Kaguya,703000.0,23500000.0,2014-10-17,"Adventure,Animation,Drama",8.1,10.97,24203000.0,,Adventure,Animation,Drama
525,1840,Vampire Academy,7800000.0,7600000.0,2014-02-07,"Action,Comedy,Drama",5.9,10.934,15400000.0,,Action,Comedy,Drama
526,1847,A Million Ways to Die in the West,43100000.0,44100000.0,2014-05-30,"Comedy,Western",5.8,10.816,87200000.0,,Comedy,Western,
527,1853,"Two Days, One Night",1400000.0,5400000.0,2014-12-24,Drama,6.9,10.445,6800000.0,,Drama,,
528,1856,Only Lovers Left Alive,1900000.0,,2014-04-11,"Comedy,Drama,Fantasy",7.4,10.259,,,Comedy,Drama,Fantasy
529,1857,The Protector 2,2500.0,3300000.0,2014-05-02,Action,5.6,10.144,3302500.0,,Action,,
530,1858,Wild Tales,3100000.0,23900000.0,2014-11-20,"Comedy,Drama,Thriller",7.8,10.105,27000000.0,,Comedy,Drama,Thriller
531,1861,Song of the Sea,858000.0,,2014-12-19,"Adventure,Animation,Drama",8.1,10.015,,,Adventure,Animation,Drama
532,1862,The Admiral: Roaring Currents,2600000.0,109600000.0,2014-08-15,,7.1,9.983,112200000.0,,,,
533,1863,Filth,34400.0,8300000.0,2014-05-30,"Comedy,Crime,Drama",6.9,9.817,8334400.0,,Comedy,Crime,Drama
534,1866,Horns,174000.0,3700000.0,2014-10-03,"Crime,Drama,Fantasy",6.3,9.615,3874000.0,,Crime,Drama,Fantasy
535,1870,Ernest & Celestine,262000.0,4800000.0,2014-02-28,"Adventure,Animation,Comedy",7.7,9.534,5062000.0,,Adventure,Animation,Comedy
536,1871,Night Moves,272000.0,,2014-05-20,"Action,Drama,Thriller",5.7,9.534,,,Action,Drama,Thriller
537,1872,Calvary,3600000.0,13300000.0,2014-08-01,Drama,7.1,9.467,16900000.0,,Drama,,
538,1874,Evangelion: 3.0 You Can (Not) Redo,175000.0,60300000.0,2014-01-10,"Action,Animation,Drama",7.6,9.395,60475000.0,,Action,Animation,Drama
539,1879,Cake,2000000.0,,2014-12-31,Thriller,6.3,9.317,,,Thriller,,
540,1880,The Zero Theorem,258000.0,513000.0,2014-08-19,"Comedy,Drama,Fantasy",6.1,9.314,771000.0,,Comedy,Drama,Fantasy
541,1881,Planes: Fire & Rescue,59200000.0,92200000.0,2014-07-18,"Adventure,Animation,Comedy",6.0,9.231,151400000.0,,Adventure,Animation,Comedy
542,1885,The Double,138000.0,3600000.0,2014-05-09,"Comedy,Drama,Mystery",6.6,9.162,3738000.0,,Comedy,Drama,Mystery
543,1889,The Raid 2,2600000.0,,2014-03-28,"Action,Crime,Thriller",7.7,8.888,,,Action,Crime,Thriller
544,1891,Into The Storm,47600000.0,114100000.0,2014-08-08,"Action,Adventure,Drama",5.8,8.884,161700000.0,,Action,Adventure,Drama
545,1900,The Congress,138000.0,318000.0,2014-07-24,"Animation,Drama,Sci-Fi",6.6,8.792,456000.0,,Animation,Drama,Sci-Fi
546,1901,The One I Love,513000.0,,2014-08-08,"Drama,Fantasy,Mystery",6.9,8.768,,,Drama,Fantasy,Mystery
547,1904,"Men, Women & Children",706000.0,1500000.0,2014-10-17,"Comedy,Drama",6.5,8.658,2206000.0,,Comedy,Drama,
548,1907,The Duke of Burgundy,64500.0,,2014-10-18,"Drama,Mystery,Romance",6.4,8.637,,,Drama,Mystery,Romance
549,1915,Le Week-End,2200000.0,,2014-02-14,"Comedy,Drama,Romance",6.4,8.452,,,Comedy,Drama,Romance
550,1916,God's Not Dead,60800000.0,3900000.0,2014-03-21,Drama,6.1,8.327,64700000.0,,Drama,,
551,1917,Special ID,12700.0,,2014-03-07,"Action,Crime",5.3,8.311,,,Action,Crime,
552,1925,Laggies,1100000.0,,2014-10-24,"Comedy,Drama,Romance",6.1,8.282,,,Comedy,Drama,Romance
553,1926,In Secret,444000.0,,2014-02-21,"Crime,Drama,Thriller",5.9,8.275,,,Crime,Drama,Thriller
554,1928,The Way He Looks,101000.0,1100000.0,2014-11-07,"Drama,Romance",8.1,8.256,1201000.0,,Drama,Romance,
555,1933,Jessabelle,,7000000.0,2014-11-07,"Horror,Thriller",5.2,8.146,,,Horror,Thriller,
556,1937,The Best Offer,100000.0,,2014-01-01,"Crime,Drama,Mystery",7.8,8.029,,,Crime,Drama,Mystery
557,1939,Learning to Drive,3400000.0,,2014-08-21,"Comedy,Drama,Romance",6.1,8.004,,,Comedy,Drama,Romance
558,1942,A Pigeon Sat on a Branch Reflecting on Existence,223000.0,,2014-12-20,"Comedy,Drama,Fantasy",6.9,7.868,,,Comedy,Drama,Fantasy
559,1943,White Bird in a Blizzard,33800.0,,2014-09-25,"Drama,Mystery,Thriller",6.2,7.852,,,Drama,Mystery,Thriller
560,1945,Chinese Puzzle,339000.0,7100000.0,2014-05-16,"Comedy,Drama,Romance",6.6,7.823,7439000.0,,Comedy,Drama,Romance
561,1948,The Quiet Ones,8500000.0,9300000.0,2014-04-25,"Horror,Mystery,Thriller",5.0,7.814,17800000.0,,Horror,Mystery,Thriller
562,1949,Force Majeure,1400000.0,,2014-12-30,"Comedy,Drama",6.8,7.771,,,Comedy,Drama,
563,1951,Hector And The Search For Happiness,1100000.0,,2014-09-19,"Adventure,Comedy,Drama",6.8,7.761,,,Adventure,Comedy,Drama
564,1952,The Remaining,1200000.0,,2014-09-05,"Drama,Horror,Mystery",4.2,7.719,,,Drama,Horror,Mystery
565,1953,Magic in the Moonlight,10500000.0,40500000.0,2014-07-25,"Comedy,Romance",6.5,7.695,51000000.0,,Comedy,Romance,
566,1954,Bears,17800000.0,3500000.0,2014-04-18,Documentary,7.3,7.658,21300000.0,,Documentary,,
567,1955,Starred Up,54900.0,,2013-08-30,"Crime,Drama",7.2,7.63,,,Crime,Drama,
568,1956,Fading Gigolo,3800000.0,9600000.0,2014-04-18,Comedy,5.8,7.613,13400000.0,,Comedy,,
569,1958,The Two Faces of January,507000.0,13000000.0,2014-08-08,"Romance,Thriller",5.8,7.54,13507000.0,,Romance,Thriller,
570,1959,Hateship Loveship,54000.0,,2014-04-11,"Drama,Romance",5.8,7.503,,,Drama,Romance,
571,1961,One Chance,101000.0,10800000.0,2014-08-29,Comedy,6.6,7.492,10901000.0,,Comedy,,
572,1962,A Girl Walks Home Alone at Night,492000.0,,2014-01-19,"Drama,Horror",6.8,7.468,,,Drama,Horror,
573,1964,Next Time I'll Aim for the Heart,800.0,,2014-12-09,"Crime,Drama,Thriller",5.8,7.411,,,Crime,Drama,Thriller
574,1966,Better Living Through Chemistry,75100.0,,2014-03-14,"Comedy,Drama",6.0,7.393,,,Comedy,Drama,
575,1972,Jack and the Cuckoo-Clock Heart,,3400000.0,2014-09-24,"Adventure,Animation,Drama",6.9,7.316,,,Adventure,Animation,Drama
576,1978,Frank,645000.0,,2014-08-15,Drama,6.9,7.094,,,Drama,,
577,1979,5 to 7,163000.0,,2014-04-19,"Comedy,Drama,Romance",7.2,7.045,,,Comedy,Drama,Romance
578,1980,Le Chef,343000.0,5900000.0,2014-06-20,"Comedy,Drama",6.0,7.013,6243000.0,,Comedy,Drama,
579,1981,Venus in Fur,374000.0,8000000.0,2014-06-06,Drama,7.3,6.964,8374000.0,,Drama,,
580,1985,That Sugar Film,3500.0,,2014-07-31,Documentary,6.8,6.895,,,Documentary,,
581,1986,You're Not You,11500.0,,2014-10-10,Drama,7.4,6.874,,,Drama,,
582,1987,Finding Vivian Maier,1500000.0,,2014-03-28,"Biography,Documentary,Mystery",7.8,6.837,,,Biography,Documentary,Mystery
583,1988,Life After Beth,88300.0,,2014-08-15,"Comedy,Fantasy,Horror",5.2,6.794,,,Comedy,Fantasy,Horror
584,1989,The Keeping Room,27200.0,,2014-09-25,"Drama,Western",5.5,6.787,,,Drama,Western,
585,1991,Decoding Annie Parker,48400.0,,2014-05-02,Drama,6.0,6.782,,,Drama,,
586,1992,Yves Saint Laurent,724000.0,20300000.0,2014-06-25,"Biography,Drama",6.6,6.776,21024000.0,,Biography,Drama,
587,1993,The Players,10900.0,24600000.0,2014-04-04,Comedy,4.6,6.769,24610900.0,,Comedy,,
588,1994,A Long Way Down,13300.0,7200000.0,2014-06-05,"Comedy,Drama",6.2,6.762,7213300.0,,Comedy,Drama,
589,1995,Love is Strange,2300000.0,,2014-08-22,"Drama,Romance",6.5,6.679,,,Drama,Romance,
590,1996,On the Other Side of the Tracks,9600.0,25100000.0,2014-04-11,"Action,Comedy,Crime",5.5,6.652,25109600.0,,Action,Comedy,Crime
591,1998,Love is in the Air,8400.0,,2014-01-30,"Comedy,Romance",6.1,6.623,,,Comedy,Romance,
592,1999,Fed Up,1500000.0,,2014-05-09,Documentary,7.4,6.62,,,Documentary,,
593,2000,Borgman,57500.0,952000.0,2014-05-09,"Drama,Horror,Mystery",6.8,6.535,1009500.0,,Drama,Horror,Mystery
594,2004,The Connection,191000.0,,2014-12-20,"Documentary,News",7.1,6.522,,,Documentary,News,
595,2006,The Good Lie,2700000.0,,2014-09-10,"Biography,Drama",7.4,6.477,,,Biography,Drama,
596,2007,Jimi: All Is By My Side,341000.0,,2014-05-31,"Biography,Drama,Music",5.5,6.461,,,Biography,Drama,Music
597,2008,Stations of the Cross,1500.0,,2014-11-09,Drama,7.3,6.434,,,Drama,,
598,2009,The Grand Seduction,3400000.0,,2014-05-30,Comedy,6.7,6.409,,,Comedy,,
599,2010,Legends of Oz: Dorothy's Return,8500000.0,10200000.0,2014-05-09,"Adventure,Animation,Family",5.7,6.349,18700000.0,,Adventure,Animation,Family
600,2012,Cuban Fury,92400.0,,2014-04-11,"Comedy,Romance,Sport",6.0,6.291,,,Comedy,Romance,Sport
601,2013,Get On Up,30700000.0,2700000.0,2014-08-01,"Biography,Drama,Music",6.7,6.288,33400000.0,,Biography,Drama,Music
602,2014,No Tears for the Dead,63100.0,,2014-06-20,"Action,Thriller",7.0,6.259,,,Action,Thriller,
603,2015,Winter's Tale,12600000.0,18500000.0,2014-02-13,"Drama,Fantasy,Mystery",6.2,6.224,31100000.0,,Drama,Fantasy,Mystery
604,2020,"20,000 Days on Earth",280000.0,1800000.0,2014-08-21,"Documentary,Drama,Music",7.2,6.125,2080000.0,,Documentary,Drama,Music
605,2021,Listen Up Philip,200000.0,,2014-10-17,"Comedy,Drama",6.0,6.124,,,Comedy,Drama,
606,2022,My Old Lady,4000000.0,,2014-09-09,"Comedy,Drama,Romance",6.3,6.085,,,Comedy,Drama,Romance
607,2023,Effie Gray,353000.0,,2014-12-09,"Biography,Drama,Romance",6.0,6.083,,,Biography,Drama,Romance
608,2025,The Trip to Italy,2900000.0,3000000.0,2014-08-15,"Comedy,Drama",6.5,6.062,5900000.0,,Comedy,Drama,
609,2026,Every Secret Thing,104000.0,,2014-04-20,"Crime,Drama,Mystery",5.8,6.038,,,Crime,Drama,Mystery
610,2028,Make Your Move,125000.0,1300000.0,2014-04-18,"Drama,Musical,Romance",5.9,5.981,1425000.0,,Drama,Musical,Romance
611,2031,Belle,10700000.0,,2014-05-01,Drama,7.3,5.971,,,Drama,,
612,2032,Moms' Night Out,10400000.0,,2014-05-09,Comedy,5.7,5.93,,,Comedy,,
613,2033,God's Pocket,170000.0,,2014-05-09,"Crime,Drama",5.8,5.924,,,Crime,Drama,
614,2034,The Dance of Reality,294000.0,,2014-05-23,"Biography,Drama,Fantasy",7.4,5.902,,,Biography,Drama,Fantasy
615,2037,Words and Pictures,2200000.0,1200000.0,2014-05-23,"Comedy,Drama,Romance",6.6,5.848,3400000.0,,Comedy,Drama,Romance
616,2038,Ek Villain,731000.0,,2014-06-27,"Action,Crime,Drama",6.5,5.706,,,Action,Crime,Drama
617,2040,Open Windows,1800.0,,2014-10-02,"Crime,Horror,Thriller",5.1,5.608,,,Crime,Horror,Thriller
618,2041,Jimmy's Hall,561000.0,2600000.0,2014-05-30,"Biography,Drama,History",6.7,5.566,3161000.0,,Biography,Drama,History
619,2043,Against the Sun,4600.0,,2014-11-22,"Adventure,Biography,Drama",6.8,5.51,,,Adventure,Biography,Drama
620,2044,Living is Easy with Eyes Closed,11600.0,2600000.0,2014-05-17,"Comedy,Drama",6.8,5.428,2611600.0,,Comedy,Drama,
621,2045,2 States,2200000.0,,2014-04-18,"Comedy,Drama,Romance",6.7,5.423,,,Comedy,Drama,Romance
622,2058,Ode to My Father,2300000.0,,2014-12-31,"Drama,War",7.1,5.323,,,Drama,War,
623,2063,God Help the Girl,103000.0,,2014-09-05,"Drama,Music,Romance",6.7,5.189,,,Drama,Music,Romance
624,2065,The Wonders,73400.0,,2014-06-09,Drama,6.9,5.042,,,Drama,,
625,2066,The German Doctor,418000.0,2600000.0,2014-04-25,"Drama,History,Thriller",6.5,5.03,3018000.0,,Drama,History,Thriller
626,2067,Lilting,27100.0,,2014-08-07,"Drama,Romance",7.2,4.904,,,Drama,Romance,
627,2068,The Devil's Hand,5700.0,,2014-10-10,"Horror,Thriller",5.1,4.862,,,Horror,Thriller,
628,2069,Khoobsurat,711000.0,,2014-09-19,"Comedy,Romance",6.8,4.768,,,Comedy,Romance,
629,2071,The Hero of Color City,32200.0,,2014-10-03,"Animation,Family",5.4,4.516,,,Animation,Family,
630,2072,Humpty Sharma Ki Dulhania,380000.0,,2014-07-11,"Comedy,Drama,Romance",6.5,4.252,,,Comedy,Drama,Romance
631,2074,Mary Kom,621000.0,,2014-11-08,"Action,Biography,Drama",7.2,4.077,,,Action,Biography,Drama
632,2075,Hasee Toh Phasee,646000.0,,2014-02-07,,6.6,4.0,,,,,
633,2077,The Blue Room,255000.0,,2014-10-03,Drama,6.6,3.824,,,Drama,,
634,2080,Postman Pat: The Movie,1500.0,1300000.0,2014-05-23,"Animation,Comedy,Family",4.8,3.74,1301500.0,,Animation,Comedy,Family
635,2081,Where Hope Grows,1200000.0,,2014-04-06,"Drama,Family",7.1,3.676,,,Drama,Family,
636,2082,Child's Pose,97200.0,,2014-02-19,Drama,6.8,3.63,,,Drama,,
637,2083,That Demon Within,172000.0,,2014-04-17,"Action,Crime",5.7,3.629,,,Action,Crime,
638,2084,Difret,49700.0,,2014-01-19,"Biography,Crime,Drama",5.9,3.354,,,Biography,Crime,Drama
639,2085,"Rio, I Love You",32000.0,,2014-10-10,"Comedy,Drama,Fantasy",5.2,3.3,,,Comedy,Drama,Fantasy
640,2086,Northern Soul,8900.0,,2014-10-17,"Drama,Music",5.8,3.12,,,Drama,Music,
641,2087,Of Horses and Men,11900.0,,2014-06-13,"Comedy,Drama,Romance",7.0,3.055,,,Comedy,Drama,Romance
642,2089,Bethlehem,202000.0,,2013-11-09,Comedy,6.0,3.006,,,Comedy,,
643,2090,Beloved Sisters,54000.0,2200000.0,2014-09-30,"Drama,History,Romance",5.8,3.005,2254000.0,,Drama,History,Romance
644,2094,Stray Dogs,10400.0,,2014-09-12,"Crime,Drama,Mystery",6.8,2.972,,,Crime,Drama,Mystery
645,2102,Cantinflas,6400000.0,,2014-08-29,"Biography,Comedy,Drama",5.5,2.753,,,Biography,Comedy,Drama
646,2106,Happy Ending,314000.0,,2014-11-21,Comedy,5.2,2.715,,,Comedy,,
647,2107,Big Stone Gap,1000000.0,,2014-10-09,"Comedy,Romance",5.3,2.647,,,Comedy,Romance,
648,2108,For a Woman,32299.0,1200000.0,2014-05-02,Drama,6.1,2.609,1232299.0,,Drama,,
649,2111,7 Boxes,38100.0,267000.0,2014-02-07,"Adventure,Crime,Drama",6.9,2.357,305100.0,,Adventure,Crime,Drama
650,2112,For No Good Reason,67400.0,,2014-04-25,"Biography,Documentary,History",6.0,2.213,,,Biography,Documentary,History
651,2114,In Bloom,56100.0,,2014-01-10,Drama,6.7,2.189,,,Drama,,
652,2115,Half of a Yellow Sun,54500.0,,2014-05-16,"Drama,Romance",4.8,2.155,,,Drama,Romance,
653,2116,Just a Sigh,75500.0,1200000.0,2014-03-21,"Drama,Romance",6.7,2.13,1275500.0,,Drama,Romance,
654,2117,Life's a Breeze,3500.0,99700.0,2014-06-13,"Comedy,Drama",6.1,2.054,103200.0,,Comedy,Drama,
655,2118,The Missing Picture,52200.0,,2014-03-19,Documentary,7.6,2.04,,,Documentary,,
656,2119,Finding Fanny,616000.0,7100000.0,2014-09-12,"Adventure,Comedy,Drama",5.4,1.994,7716000.0,,Adventure,Comedy,Drama
657,2120,The Green Prince,258000.0,,2014-01-16,"Biography,Documentary",7.4,1.993,,,Biography,Documentary,
658,2121,Tasting Menu,18700.0,,2014-04-18,Comedy,4.3,1.822,,,Comedy,,
659,2122,Horses of God,14800.0,,2014-05-14,Drama,7.4,1.82,,,Drama,,
660,2126,Zero Motivation,116000.0,,2014-10-01,"Comedy,Drama",6.7,1.76,,,Comedy,Drama,
661,2130,Awake: The Life of Yogananda,1500000.0,,2014-10-10,Documentary,6.7,1.4,,,Documentary,,
662,2131,Beijing Love Story,428000.0,,2014-02-14,"Drama,Romance",6.6,1.4,,,Drama,Romance,
663,2137,Elena,233000.0,,2014-05-30,"Comedy,Romance",8.2,1.367,,,Comedy,Romance,
664,2138,The Amazing Catfish,11300.0,,2014-06-13,"Comedy,Drama",6.6,1.084,,,Comedy,Drama,
665,2155,Tomorrow,62500.0,,2014-01-01,Drama,6.0,0.704,,,Drama,,
666,2156,Mr. X,45000.0,5000000.0,2014-01-20,"Action,Crime,Sci-Fi",6.0,0.658,5045000.0,,Action,Crime,Sci-Fi
667,2163,The Hunt,613000.0,,2014-10-04,Crime,8.0,0.6,,,Crime,,
668,2167,Omar,356000.0,,2014-02-21,"Crime,Drama,Romance",7.2,0.6,,,Crime,Drama,Romance
669,2201,The Other Side,8100.0,,2014-10-25,"Horror,Mystery,Thriller",3.0,0.6,,,Horror,Mystery,Thriller
670,2232,Mission: Impossible - Rogue Nation,195000000.0,487700000.0,2015-07-31,"Action,Adventure,Thriller",7.1,20.177,682700000.0,,Action,Adventure,Thriller
671,2255,Dragon Ball Z: Resurrection 'F',8000000.0,53800000.0,2015-08-04,"Action,Adventure,Animation",6.7,16.858,61800000.0,,Action,Adventure,Animation
672,2265,The Loft,6000000.0,4099999.0,2015-01-30,"Mystery,Romance,Thriller",6.4,15.995,10099999.0,,Mystery,Romance,Thriller
673,2268,Mr. Holmes,17700000.0,11600000.0,2015-07-17,"Drama,Mystery",6.5,15.14,29300000.0,,Drama,Mystery,
674,2269,45 Years,4200000.0,,2015-12-23,"Drama,Romance",6.5,15.068,,,Drama,Romance,
675,2272,Daddy's Home,150400000.0,92400000.0,2015-12-25,"Drama,Thriller",6.1,14.847,242800000.0,,Drama,Thriller,
676,2280,Maps to the Stars,351000.0,988000.0,2015-02-27,"Comedy,Drama",6.0,14.312,1339000.0,,Comedy,Drama,
677,2286,Predestination,68400.0,,2015-01-09,"Drama,Mystery,Sci-Fi",7.4,13.625,,,Drama,Mystery,Sci-Fi
678,2299,Shaun the Sheep Movie,19400000.0,86800000.0,2015-08-05,"Adventure,Animation,Comedy",6.9,12.555,106200000.0,,Adventure,Animation,Comedy
679,2301,Spy,110800000.0,124800000.0,2015-06-05,"Action,Comedy,Crime",6.8,12.54,235600000.0,,Action,Comedy,Crime
680,2303,Foxcatcher,12100000.0,,2015-01-16,"Biography,Drama,Sport",6.6,12.169,,,Biography,Drama,Sport
681,2320,Citizenfour,2800000.0,202000.0,2014-10-24,"Biography,Documentary,Thriller",7.9,11.334,3002000.0,,Biography,Documentary,Thriller
682,2321,What We Do in the Shadows,3500000.0,2800000.0,2015-02-13,"Comedy,Horror",7.6,11.186,6300000.0,,Comedy,Horror,
683,2323,When Marnie Was There,561000.0,,2015-05-22,"Animation,Drama,Family",7.8,11.134,,,Animation,Drama,Family
684,2331,Dark Places,209000.0,,2015-08-07,"Action,Drama,Mystery",5.9,10.979,,,Action,Drama,Mystery
685,2332,Beyond the Reach,45900.0,,2015-04-17,Thriller,5.6,10.971,,,Thriller,,
686,2334,Madame Bovary,44200.0,,2015-06-12,Drama,5.5,10.702,,,Drama,,
687,2335,'71,1300000.0,355000.0,2015-02-27,"Action,Drama,Thriller",6.8,10.523,1655000.0,,Action,Drama,Thriller
688,2354,The Woman in Black 2: Angel of Death,26500000.0,22400000.0,2015-01-02,"Drama,Horror,Thriller",5.1,10.24,48900000.0,,Drama,Horror,Thriller
689,2365,Love & Mercy,12600000.0,16100000.0,2015-06-05,"Biography,Drama,Music",7.2,10.103,28700000.0,,Biography,Drama,Music
690,2367,Monster Hunt,32800.0,385300000.0,2015-07-26,"Action,Adventure,Comedy",5.8,9.983,385332800.0,,Action,Adventure,Comedy
691,2370,Good Kill,316000.0,,2015-05-15,"Drama,Thriller,War",6.0,9.933,,,Drama,Thriller,War
692,2373,Barely Lethal,6100.0,,2015-04-30,"Action,Adventure,Comedy",5.6,9.786,,,Action,Adventure,Comedy
693,2375,Slow West,229000.0,,2015-04-16,"Adventure,Western",6.7,9.669,,,Adventure,Western,
694,2379,Equals,33300.0,2100000.0,2015-07-15,"Drama,Romance,Sci-Fi",6.0,9.536,2133300.0,,Drama,Romance,Sci-Fi
695,2380,Dilwale,4900000.0,,2015-12-18,"Action,Comedy,Romance",6.2,9.48,,,Action,Comedy,Romance
696,2381,Mississippi Grind,131000.0,,2015-08-13,"Comedy,Drama",6.0,9.477,,,Comedy,Drama,
697,2382,Z for Zachariah,121000.0,,2015-08-28,"Drama,Sci-Fi,Thriller",5.6,9.464,,,Drama,Sci-Fi,Thriller
698,2383,Big Game,24600.0,,2015-06-26,"Action,Adventure,Crime",5.4,9.462,,,Action,Adventure,Crime
699,2398,Ashby,4600.0,,2015-04-19,"Comedy,Crime,Drama",6.1,9.024,,,Comedy,Crime,Drama
700,2402,Irrational Man,4000000.0,23400000.0,2015-07-17,"Comedy,Drama",6.4,9.0,27400000.0,,Comedy,Drama,
701,2403,Wolf Totem,211000.0,125600000.0,2015-09-11,"Adventure,Drama",6.5,8.988,125811000.0,,Adventure,Drama,
702,2406,The Little Death,18200.0,,2015-06-26,Documentary,6.7,8.95,,,Documentary,,
703,2409,The Hallow,13900.0,,2015-11-06,Horror,5.3,8.807,,,Horror,,
704,2410,Son of Saul,1800000.0,,2015-12-18,"Drama,War",7.2,8.758,,,Drama,War,
705,2411,Far from the Madding Crowd,12200000.0,18000000.0,2015-05-01,"Drama,Romance",7.0,8.683,30200000.0,,Drama,Romance,
706,2416,The Assassin,633000.0,,2015-10-09,"Action,Drama,History",6.4,8.517,,,Action,Drama,History
707,2424,Mistress America,2500000.0,,2015-08-14,"Comedy,Drama",6.5,8.509,,,Comedy,Drama,
708,2429,5 Flights Up,1000000.0,,2015-05-08,"Comedy,Drama",5.9,8.407,,,Comedy,Drama,
709,2430,Sleeping with Other People,819000.0,2400000.0,2015-09-11,"Comedy,Drama,Romance",6.3,8.392,3219000.0,,Comedy,Drama,Romance
710,2431,She's Funny That Way,112000.0,,2015-08-21,"Comedy,Drama",5.9,8.344,,,Comedy,Drama,
711,2432,A Little Chaos,558000.0,9500000.0,2015-06-26,"Drama,Romance",6.2,8.276,10058000.0,,Drama,Romance,
712,2435,The Stanford Prison Experiment,661000.0,,2015-07-17,"Biography,Drama,History",6.9,8.239,,,Biography,Drama,History
713,2439,Capture the Flag,6700.0,24600000.0,2015-12-04,"Adventure,Animation,Comedy",5.9,8.225,24606700.0,,Adventure,Animation,Comedy
714,2452,Clouds of Sils Maria,1900000.0,,2015-04-10,Drama,6.7,8.03,,,Drama,,
715,2454,The Look of Silence,109000.0,,2014-08-30,"Biography,Documentary,History",8.1,7.95,,,Biography,Documentary,History
716,2456,Experimenter,156000.0,,2015-10-16,"Biography,Drama,History",6.6,7.914,,,Biography,Drama,History
717,2457,Mojin: The Lost Legend,1200000.0,258100000.0,2015-12-28,,5.9,7.912,259300000.0,,,,
718,2466,Welcome to Me,609000.0,,2015-05-08,"Comedy,Drama",5.8,7.755,,,Comedy,Drama,
719,2470,True Story,4700000.0,,2015-04-17,Drama,6.2,7.713,,,Drama,,
720,2472,Gemma Bovery,192000.0,,2015-05-29,"Comedy,Drama,Romance",6.2,7.555,,,Comedy,Drama,Romance
721,2475,Every Thing Will be Fine,9200.0,,2015-12-04,Drama,5.5,7.528,,,Drama,,
722,2476,Dragon Blade,74100.0,121500000.0,2015-09-04,"Action,Adventure,Drama",6.0,7.486,121574100.0,,Action,Adventure,Drama
723,2479,Spare Parts,3600000.0,,2015-01-16,Drama,7.0,7.391,,,Drama,,
724,2480,Timbuktu,1100000.0,,2015-01-28,Drama,7.0,7.372,,,Drama,,
725,2481,Goodnight Mommy,1200000.0,,2015-09-11,"Horror,Mystery,Thriller",6.6,7.365,,,Horror,Mystery,Thriller
726,2482,Queen of Earth,91200.0,,2015-08-26,"Drama,Thriller",6.1,7.341,,,Drama,Thriller,
727,2483,Cartel Land,704000.0,422000.0,2015-07-03,Documentary,7.3,7.337,1126000.0,,Documentary,,
728,2498,Kill Me Three Times,24300.0,,2015-04-10,"Action,Comedy,Crime",5.6,7.12,,,Action,Comedy,Crime
729,2499,A Royal Night Out,228000.0,,2015-09-07,"Comedy,Drama,Romance",6.5,7.094,,,Comedy,Drama,Romance
730,2501,The Second Mother,377000.0,,2015-08-28,"Comedy,Drama",8.0,7.04,,,Comedy,Drama,
731,2504,"Kumiko, The Treasure Hunter",623000.0,,2015-03-18,Drama,6.4,6.959,,,Drama,,
732,2506,Tangerine,702000.0,,2015-07-10,"Drama,Music",7.0,6.94,,,Drama,Music,
733,2508,Strange Magic,12400000.0,1200000.0,2015-01-23,,6.3,6.937,13600000.0,,,,
734,2512,The End of the Tour,3000000.0,,2015-07-31,"Biography,Drama",7.1,6.823,,,Biography,Drama,
735,2513,Labyrinth of Lies,794000.0,,2015-09-30,"Drama,History",7.2,6.799,,,Drama,History,
736,2514,Black Sea,1200000.0,,2015-01-23,"Adventure,Drama,Thriller",6.3,6.754,,,Adventure,Drama,Thriller
737,2515,Pawn Sacrifice,2400000.0,3100000.0,2015-09-18,"Biography,Drama,Sport",6.7,6.744,5500000.0,,Biography,Drama,Sport
738,2517,Jenny's Wedding,4700.0,,2015-07-31,"Comedy,Drama,Romance",5.5,6.65,,,Comedy,Drama,Romance
739,2519,Samba,152000.0,,2015-07-24,"Drama,Sport",6.4,6.58,,,Drama,Sport,
740,2520,Hungry Hearts,6900.0,,2015-06-05,"Drama,Romance,Thriller",6.7,6.536,,,Drama,Romance,Thriller
741,2521,Veteran,1200000.0,,2015-09-18,"Action,Comedy,Crime",7.1,6.526,,,Action,Comedy,Crime
742,2527,White God,282000.0,,2015-03-25,"Drama,Fantasy,Horror",6.8,6.42,,,Drama,Fantasy,Horror
743,2528,Zombeavers,14900.0,,2015-03-20,"Action,Adventure,Comedy",4.7,6.214,,,Action,Adventure,Comedy
744,2530,Saving Mr. Wu,92700.0,,2015-10-02,"Action,Crime,Drama",6.1,6.202,,,Action,Crime,Drama
