,index,title,domestic_gross,foreign_gross,release_date,genres,vote_average,popularity,worldwide_gross,production_budget,genre1,genre2,genre3
0,3,Percy Jackson & The Olympians: The Lightning Thief,88800000.0,137700000.0,2010-02-11,"Adventure,Family,Fantasy",6.1,26.691,226500000.0,,Adventure,Family,Fantasy
1,14,The King's Speech,135500000.0,275400000.0,2010-09-06,"Biography,Drama,History",7.7,16.798,410900000.0,,Biography,Drama,History
2,18,The Back-Up Plan,37500000.0,40000000.0,2010-04-23,"Comedy,Romance",6.0,15.49,77500000.0,,Comedy,Romance,
3,27,Scott Pilgrim vs. the World,31500000.0,16100000.0,2010-08-13,"Action,Comedy,Fantasy",7.3,14.383,47600000.0,,Action,Comedy,Fantasy
4,44,Prince of Persia: The Sands of Time,90800000.0,245600000.0,2010-05-27,"Action,Adventure,Fantasy",6.2,13.44,336400000.0,,Action,Adventure,Fantasy
5,49,From Paris with Love,24100000.0,28700000.0,2010-02-05,"Action,Crime,Thriller",6.2,12.862,52800000.0,,Action,Crime,Thriller
6,53,The Secret in Their Eyes,6400000.0,27600000.0,2010-04-16,,7.9,12.531,34000000.0,,,,
7,60,The Girl Who Kicked the Hornet's Nest,5200000.0,38300000.0,2010-10-29,,7.0,12.235,43500000.0,,,,
8,69,Tales from Earthsea,48500.0,68600000.0,2010-08-13,,6.6,12.005,68648500.0,,,,
9,74,The Girl Who Played with Fire,7600000.0,59500000.0,2010-07-09,,7.0,11.655,67100000.0,,,,
10,105,Wall Street: Money Never Sleeps,52500000.0,82300000.0,2010-09-20,Drama,6.0,10.177,134800000.0,,Drama,,
11,118,When in Rome,32700000.0,10400000.0,2010-01-29,"Comedy,Romance",5.9,9.926,43100000.0,,Comedy,Romance,
12,146,Bitch Slap,17400.0,182000.0,2010-01-08,,4.7,9.253,199400.0,,,,
13,147,Heartbreaker,504000.0,46900000.0,2010-09-10,"Comedy,Romance",6.6,9.241,47404000.0,,Comedy,Romance,
14,161,Cave of Forgotten Dreams,5300000.0,1200000.0,2010-11-03,"Documentary,History",7.3,8.762,6500000.0,,Documentary,History,
15,162,22 Bullets,,21300000.0,2010-03-24,"Action,Crime,Drama",6.5,8.697,,,Action,Crime,Drama
16,163,Exit Through the Gift Shop,3300000.0,2000000.0,2010-01-24,"Comedy,Crime,Documentary",7.7,8.696,5300000.0,,Comedy,Crime,Documentary
17,168,London Boulevard,16100.0,4600000.0,2010-11-12,"Crime,Drama",5.9,8.469,4616100.0,,Crime,Drama,
18,172,Twelve,184000.0,2400000.0,2010-07-30,,5.9,8.46,2584000.0,,,,
19,189,Last Night,99000.0,7600000.0,2010-09-18,Comedy,6.1,8.244,7699000.0,,Comedy,,
20,194,Mesrine: Killer Instinct,552000.0,30500000.0,2010-08-27,,7.4,8.131,31052000.0,,,,
21,195,The Company Men,4400000.0,441000.0,2010-10-21,Drama,6.6,8.109,4841000.0,,Drama,,
22,196,Alpha and Omega,25100000.0,25400000.0,2010-09-17,"Adventure,Animation,Comedy",5.4,8.108,50500000.0,,Adventure,Animation,Comedy
23,197,14 Blades,,3800000.0,2010-02-04,"Action,History,Thriller",6.6,7.948,,,Action,History,Thriller
24,200,Dabangg,1300000.0,1700000.0,2010-09-10,,6.2,7.831,3000000.0,,,,
25,202,Inhale,4100.0,51000.0,2010-10-01,"Drama,Thriller",6.1,7.826,55100.0,,Drama,Thriller,
26,208,The Red Baron,37200.0,3100.0,2010-02-11,,6.5,7.676,40300.0,,,,
27,209,The Romantics,107000.0,17300.0,2010-09-10,"Comedy,Drama,Romance",4.9,7.676,124300.0,,Comedy,Drama,Romance
28,213,King of Devil's Island,7600.0,4200000.0,2010-12-20,"Action,Drama",7.3,7.616,4207600.0,,Action,Drama,
29,215,Greenberg,4200000.0,1900000.0,2010-03-26,"Comedy,Drama,Romance",5.9,7.57,6100000.0,,Comedy,Drama,Romance
30,222,The Way Back,2700000.0,17600000.0,2010-09-03,"Adventure,Drama,History",6.9,7.503,20300000.0,,Adventure,Drama,History
31,224,Tamara Drewe,560000.0,11400000.0,2010-12-30,"Comedy,Drama,Romance",5.8,7.364,11960000.0,,Comedy,Drama,Romance
32,227,Catfish,3200000.0,242000.0,2010-09-17,"Documentary,Drama,Mystery",6.8,7.172,3442000.0,,Documentary,Drama,Mystery
33,230,Howl,617000.0,566000.0,2010-09-24,"Action,Fantasy,Horror",6.8,7.12,1183000.0,,Action,Fantasy,Horror
34,231,Restrepo,1300000.0,105000.0,2010-06-25,"Documentary,War",7.5,7.119,1405000.0,,Documentary,War,
35,238,How Do You Know,30200000.0,18500000.0,2010-12-17,"Comedy,Drama,Romance",5.1,6.753,48700000.0,,Comedy,Drama,Romance
36,240,HappyThankYouMorePlease,216000.0,,2010-01-20,"Comedy,Drama,Romance",6.5,6.645,,,Comedy,Drama,Romance
37,243,GasLand,30800.0,18600.0,2010-01-24,Documentary,7.5,6.468,49400.0,,Documentary,,
38,250,I'm Still Here,409000.0,160000.0,2010-09-10,"Documentary,Family",6.0,6.386,569000.0,,Documentary,Family,
39,251,Hubble 3D,52400000.0,21500000.0,2010-03-19,,7.1,6.346,73900000.0,,,,
40,257,The Women on the 6th Floor,720000.0,22500000.0,2010-12-20,Comedy,6.7,6.281,23220000.0,,Comedy,,
41,258,Red Hill,21100.0,300000.0,2010-11-05,"Thriller,Western",6.1,6.269,321100.0,,Thriller,Western,
42,260,Terkel in Trouble,10800.0,,2010-03-26,,6.4,6.135,,,,,
43,261,"Waiting for ""Superman""",6400000.0,9300.0,2010-09-24,,7.0,6.068,6409300.0,,,,
44,263,Kaboom,119000.0,421000.0,2010-10-06,"Comedy,Mystery,Romance",5.7,6.052,540000.0,,Comedy,Mystery,Romance
45,266,Guzaarish,1000000.0,695000.0,2010-11-19,Drama,7.6,5.919,1695000.0,,Drama,,
46,269,Rare Exports: A Christmas Tale,236000.0,3800000.0,2010-12-03,"Adventure,Fantasy,Horror",6.5,5.704,4036000.0,,Adventure,Fantasy,Horror
47,270,When You're Strange,246000.0,901000.0,2010-04-09,,7.6,5.582,1147000.0,,,,
48,272,Babies,7300000.0,2200000.0,2010-05-07,Documentary,7.0,5.45,9500000.0,,Documentary,,
49,273,An Invisible Sign,1300.0,,2010-10-06,"Comedy,Drama,Family",5.1,5.342,,,Comedy,Drama,Family
50,274,Golmaal 3,1100000.0,935000.0,2010-11-05,"Action,Comedy",5.4,5.278,2035000.0,,Action,Comedy,
51,275,Vincere,619000.0,5100000.0,2010-03-19,,6.5,5.254,5719000.0,,,,
52,278,Love Crime,540000.0,3100000.0,2010-09-09,"Crime,Drama,Mystery",6.5,4.99,3640000.0,,Crime,Drama,Mystery
53,280,How I Ended This Summer,8700.0,614000.0,2010-11-11,Drama,6.1,4.92,622700.0,,Drama,,
54,281,Khatta Meetha,542000.0,499000.0,2010-07-23,"Comedy,Crime,Drama",4.9,4.677,1041000.0,,Comedy,Crime,Drama
55,282,Jack Goes Boating,542000.0,77600.0,2010-09-23,"Drama,Romance",6.1,4.587,619600.0,,Drama,Romance,
56,284,A Somewhat Gentle Man,37700.0,1800000.0,2010-10-01,"Comedy,Crime,Drama",6.3,4.381,1837700.0,,Comedy,Crime,Drama
57,285,"Happy, Happy",45200.0,,2010-12-20,"Comedy,Drama",6.2,4.32,,,Comedy,Drama,
58,286,Anjaana Anjaani,855000.0,761000.0,2010-10-01,"Comedy,Drama,Musical",6.1,4.265,1616000.0,,Comedy,Drama,Musical
59,288,Coco Chanel & Igor Stravinsky,1600000.0,4099999.0,2010-04-25,,6.3,4.057,5699999.0,,,,
60,291,Ceremony,22300.0,,2010-10-08,"Adventure,Documentary,Mystery",5.2,3.952,,,Adventure,Documentary,Mystery
61,292,I Hate Luv Storys,848000.0,14900000.0,2010-06-30,"Comedy,Drama,Romance",6.1,3.867,15748000.0,,Comedy,Drama,Romance
62,293,As Good as Dead,2000.0,53600.0,2010-01-25,"Crime,Thriller",4.8,3.765,55600.0,,Crime,Thriller,
63,295,Waste Land,188000.0,88700.0,2010-01-24,"Drama,Thriller",7.7,3.707,276700.0,,Drama,Thriller,
64,296,The First Grader,332000.0,382000.0,2010-09-04,"Biography,Drama,Romance",7.0,3.331,714000.0,,Biography,Drama,Romance
65,297,Client 9: The Rise and Fall of Eliot Spitzer,189000.0,3500.0,2010-11-05,Documentary,6.4,3.107,192500.0,,Documentary,,
66,299,Holy Rollers,303000.0,305000.0,2010-05-21,"Biography,Crime,Drama",5.9,2.992,608000.0,,Biography,Crime,Drama
67,301,Cherry,11400.0,,2010-10-08,Drama,6.5,2.969,,,Drama,,
68,304,Last Train Home,288000.0,,2010-09-03,,7.2,2.733,,,,,
69,305,Perrier's Bounty,800.0,167000.0,2010-05-22,,5.8,2.716,167800.0,,,,
70,307,Miral,373000.0,527000.0,2010-12-03,"Drama,History",6.1,2.558,900000.0,,Drama,History,
71,308,Bill Cunningham New York,1500000.0,,2010-03-24,,7.9,2.531,,,,,
72,309,Karthik Calling Karthik,286000.0,7100.0,2010-02-26,"Drama,Mystery,Thriller",6.0,2.485,293100.0,,Drama,Mystery,Thriller
73,310,Cold Weather,141000.0,,2010-03-13,"Comedy,Drama,Mystery",6.2,2.432,,,Comedy,Drama,Mystery
74,311,Main Street,2600.0,,2010-10-21,Drama,3.7,2.353,,,Drama,,
75,312,Break Ke Baad,428000.0,389000.0,2010-11-26,"Comedy,Drama,Romance",5.6,2.35,817000.0,,Comedy,Drama,Romance
76,314,Spring Fever,10800.0,150000.0,2010-08-06,"Comedy,Horror",5.9,2.277,160800.0,,Comedy,Horror,
77,315,A Screaming Man,9900.0,175000.0,2010-09-28,Drama,6.1,2.211,184900.0,,Drama,,
78,318,Chance Pe Dance,169000.0,24300.0,2010-01-15,"Comedy,Drama,Musical",5.0,2.172,193300.0,,Comedy,Drama,Musical
79,319,Father of My Children,144000.0,335000.0,2010-05-21,,7.0,2.115,479000.0,,,,
80,322,Daddy Longlegs,21800.0,11500.0,2010-05-14,,6.3,1.969,33300.0,,,,
81,328,South of the Border,199000.0,70800.0,2010-06-25,,5.1,1.695,269800.0,,,,
82,329,Enemies of the People,73200.0,6400.0,2010-07-30,,6.8,1.532,79600.0,,,,
83,330,Casino Jack and the United States of Money,177000.0,,2010-05-09,Documentary,7.2,1.428,,,Documentary,,
84,331,Picture Me,12000.0,10400.0,2010-09-19,,6.8,1.4,22400.0,,,,
85,339,Formosa Betrayed,225000.0,101000.0,2010-02-26,,6.3,1.394,326000.0,,,,
86,340,Vidal Sassoon: The Movie,86000.0,38600.0,2010-04-23,Documentary,6.1,1.37,124600.0,,Documentary,,
87,346,Celine: Through the Eyes of the World,,119000.0,2010-02-17,"Documentary,Music",5.9,0.989,,,Documentary,Music,
88,353,Alamar,61600.0,,2010-07-14,,6.9,0.6,,,,,
89,354,The Thorn in the Heart,7400.0,10500.0,2010-04-02,,6.0,0.6,17900.0,,,,
90,356,The Taqwacores,11400.0,,2010-01-24,"Drama,Music",5.5,0.6,,,Drama,Music,
91,378,Mission: Impossible - Ghost Protocol,209400000.0,485300000.0,2011-12-21,"Action,Adventure,Thriller",7.0,18.304,694700000.0,,Action,Adventure,Thriller
92,390,Cowboys & Aliens,100200000.0,74600000.0,2011-07-29,"Action,Sci-Fi,Thriller",5.5,16.293,174800000.0,,Action,Sci-Fi,Thriller
93,424,"Crazy, Stupid, Love.",84400000.0,58500000.0,2011-07-29,"Comedy,Drama,Romance",7.2,13.277,142900000.0,,Comedy,Drama,Romance
94,441,Legend of the Fist: The Return of Chen Zhen,50400.0,26500000.0,2011-04-22,"Action,Drama,History",6.3,12.45,26550400.0,,Action,Drama,History
95,443,Jane Eyre,11200000.0,23500000.0,2011-03-11,History,7.1,12.329,34700000.0,,History,,
96,461,I Am Number Four,55100000.0,94800000.0,2011-02-18,"Action,Adventure,Sci-Fi",6.0,11.555,149900000.0,,Action,Adventure,Sci-Fi
97,472,New Year's Eve,54500000.0,87500000.0,2011-12-09,"Comedy,Thriller",5.8,11.138,142000000.0,,Comedy,Thriller,
98,476,Detective Dee and the Mystery of the Phantom Flame,460000.0,51300000.0,2011-09-02,,6.7,11.076,51760000.0,,,,
99,495,The Sorcerer and the White Snake,18800.0,2100000.0,2011-09-28,"Action,Fantasy,Romance",5.7,10.322,2118800.0,,Action,Fantasy,Romance
100,516,Extremely Loud & Incredibly Close,31800000.0,23400000.0,2011-12-24,"Adventure,Drama,Mystery",7.0,9.828,55200000.0,,Adventure,Drama,Mystery
101,517,Black Death,22600.0,243000.0,2011-03-11,"Action,Adventure,Drama",5.9,9.819,265600.0,,Action,Adventure,Drama
102,524,The Whistleblower,1100000.0,,2011-08-05,Action,6.7,9.578,,,Action,,
103,530,Rampart,973000.0,,2011-11-23,"Crime,Drama",5.5,9.413,,,Crime,Drama,
104,532,"Turn Me On, Dammit!",126000.0,,2011-11-11,"Comedy,Romance",6.3,9.137,,,Comedy,Romance,
105,538,Win Win,10200000.0,652000.0,2011-03-18,Comedy,6.9,9.015,10852000.0,,Comedy,,
106,541,The Decoy Bride,800.0,,2011-10-10,"Comedy,Drama,Romance",6.0,8.976,,,Comedy,Drama,Romance
107,543,I Saw the Devil,129000.0,12600000.0,2011-01-21,"Action,Crime,Drama",7.7,8.904,12729000.0,,Action,Crime,Drama
108,544,13 Assassins,803000.0,16800000.0,2011-03-30,"Action,Adventure,Drama",7.3,8.866,17603000.0,,Action,Adventure,Drama
109,546,Hobo With a Shotgun,703000.0,,2011-05-06,"Action,Comedy,Horror",5.9,8.844,,,Action,Comedy,Horror
110,547,Headhunters,1200000.0,14500000.0,2011-12-20,"Action,Crime,Thriller",7.3,8.836,15700000.0,,Action,Crime,Thriller
111,548,A Good Old Fashioned Orgy,200000.0,,2011-09-02,"Comedy,Romance",5.9,8.822,,,Comedy,Romance,
112,551,The Inbetweeners Movie,36000.0,88000000.0,2011-08-20,Comedy,6.2,8.706,88036000.0,,Comedy,,
113,556,Shaolin,66100.0,33600000.0,2011-09-09,"Action,Drama",6.6,8.537,33666100.0,,Action,Drama,
114,558,Texas Killing Fields,45500.0,912000.0,2011-10-14,"Crime,Drama,History",5.8,8.517,957500.0,,Crime,Drama,History
115,560,A Separation,7100000.0,12800000.0,2011-12-29,"Documentary,Drama,Family",7.9,8.51,19900000.0,,Documentary,Drama,Family
116,567,In a Better World,1000000.0,8600000.0,2011-04-01,"Drama,Romance",7.3,8.381,9600000.0,,Drama,Romance,
117,570,Mr. Popper's Penguins,68200000.0,119100000.0,2011-06-17,"Comedy,Family,Fantasy",5.8,8.292,187300000.0,,Comedy,Family,Fantasy
118,572,The Ledge,9200.0,602000.0,2011-07-08,"Drama,Romance,Thriller",6.1,8.16,611200.0,,Drama,Romance,Thriller
119,578,Detachment,72700.0,,2011-04-25,Drama,7.5,7.972,,,Drama,,
120,581,Certified Copy,1400000.0,4099999.0,2011-03-11,"Drama,Romance",7.2,7.858,5499999.0,,Drama,Romance,
121,582,Dirty Girl,55100.0,,2011-10-07,"Comedy,Drama",6.3,7.856,,,Comedy,Drama,
122,584,The Turin Horse,56400.0,,2011-10-13,Drama,7.9,7.763,,,Drama,,
123,588,Bodyguard,1800000.0,,2011-08-31,"Action,Drama,Thriller",5.4,7.736,,,Action,Drama,Thriller
124,589,Perfect Sense,3000.0,,2011-01-24,"Drama,Romance,Sci-Fi",6.8,7.732,,,Drama,Romance,Sci-Fi
125,590,Vanishing on 7th Street,22700.0,1000000.0,2011-02-18,"Horror,Mystery,Thriller",5.0,7.719,1022700.0,,Horror,Mystery,Thriller
126,591,African Cats,15400000.0,15400000.0,2011-04-22,"Adventure,Documentary",7.1,7.709,30800000.0,,Adventure,Documentary,
127,594,From Prada to Nada,3000000.0,123000.0,2011-01-28,"Comedy,Drama,Romance",5.2,7.641,3123000.0,,Comedy,Drama,Romance
128,595,Elite Squad: The Enemy Within,100000.0,62900000.0,2011-01-23,"Action,Crime,Drama",7.7,7.631,63000000.0,,Action,Crime,Drama
129,597,Puncture,68900.0,,2011-09-23,"Biography,Drama",6.8,7.578,,,Biography,Drama,
130,600,Henry's Crime,103000.0,102000.0,2011-04-08,"Comedy,Crime,Drama",5.8,7.523,205000.0,,Comedy,Crime,Drama
131,605,North Sea Texas,28300.0,16700.0,2011-12-20,"Drama,Romance",7.2,7.502,45000.0,,Drama,Romance,
132,608,1911,136000.0,,2011-10-07,"Action,Adventure,Drama",5.5,7.437,,,Action,Adventure,Drama
133,609,Butter,105000.0,70700.0,2011-09-04,"Comedy,Drama",5.8,7.43,175700.0,,Comedy,Drama,
134,611,Senna,1600000.0,6600000.0,2011-01-21,"Biography,Documentary,Sport",8.3,7.41,8200000.0,,Biography,Documentary,Sport
135,613,Of Gods and Men,4000000.0,38200000.0,2011-02-25,"Drama,History",6.7,7.377,42200000.0,,Drama,History,
136,615,Flypaper,5000.0,3100000.0,2011-08-19,"Comedy,Crime,Mystery",6.3,7.33,3105000.0,,Comedy,Crime,Mystery
137,620,Eva,16700.0,,2011-11-11,"Drama,Romance",6.5,7.321,,,Drama,Romance,
138,625,The Names of Love,514000.0,4099999.0,2011-06-24,"Comedy,Drama,Romance",7.4,7.295,4613999.0,,Comedy,Drama,Romance
139,626,Even the Rain,518000.0,5300000.0,2011-05-08,"Drama,History",7.0,7.286,5818000.0,,Drama,History,
140,628,Tyrannosaur,22300.0,,2011-11-18,Drama,7.4,7.234,,,Drama,,
141,630,Poetry,356000.0,1900000.0,2011-02-11,Drama,7.6,7.202,2256000.0,,Drama,,
142,632,Sarah's Key,7700000.0,13400000.0,2011-07-22,"Drama,War",7.3,7.132,21100000.0,,Drama,War,
143,633,Pina,3500000.0,11100000.0,2011-12-23,"Documentary,Music",7.4,7.086,14600000.0,,Documentary,Music,
144,637,The Good Doctor,5200.0,,2011-04-23,"Drama,Thriller",5.5,6.993,,,Drama,Thriller,
145,638,The Skin I Live In,3200000.0,27700000.0,2011-10-14,"Drama,Horror,Thriller",7.5,6.912,30900000.0,,Drama,Horror,Thriller
146,640,Hoodwinked Too! Hood vs. Evil,10100000.0,6800000.0,2011-04-29,"Animation,Comedy,Crime",5.0,6.906,16900000.0,,Animation,Comedy,Crime
147,641,Don 2,3700000.0,,2011-12-23,"Action,Crime,Thriller",7.1,6.868,,,Action,Crime,Thriller
148,642,17 Girls,15100.0,186000.0,2011-10-10,Drama,5.5,6.701,201100.0,,Drama,,
149,645,Uncle Boonmee Who Can Recall His Past Lives,184000.0,946000.0,2011-03-02,"Drama,Fantasy",6.7,6.562,1130000.0,,Drama,Fantasy,
150,648,My Worst Nightmare,22000.0,7100000.0,2011-11-11,"Comedy,Drama,Romance",5.3,6.39,7122000.0,,Comedy,Drama,Romance
151,649,"Love, Wedding, Marriage",1900.0,,2011-06-03,Comedy,5.3,6.329,,,Comedy,,
152,650,Into the Abyss,224000.0,,2011-11-11,"Crime,Documentary,Drama",7.2,6.289,,,Crime,Documentary,Drama
153,656,The Oranges,366000.0,,2011-09-10,"Comedy,Drama,Romance",5.5,6.191,,,Comedy,Drama,Romance
154,657,Little Birds,17700.0,,2011-01-23,Drama,6.0,6.11,,,Drama,,
155,658,Chalet Girl,1700.0,1700000.0,2011-02-02,"Comedy,Romance,Sport",6.3,6.037,1701700.0,,Comedy,Romance,Sport
156,663,The Hedgehog,708000.0,12000000.0,2011-08-19,,7.1,5.951,12708000.0,,,,
157,668,My Piece of the Pie,6900.0,,2011-12-09,"Comedy,Drama",5.6,5.849,,,Comedy,Drama,
158,670,Life in a Day,253000.0,,2011-01-27,Documentary,7.3,5.818,,,Documentary,,
159,673,Being Elmo: A Puppeteer's Journey,304000.0,,2011-10-21,Documentary,7.4,5.762,,,Documentary,,
160,678,The Way,4400000.0,,2011-10-07,"Documentary,Sport",7.2,5.754,,,Documentary,Sport,
161,680,The Last Circus,40500.0,3200000.0,2011-08-19,"Comedy,Drama,Horror",6.7,5.552,3240500.0,,Comedy,Drama,Horror
162,682,Bellflower,168000.0,,2011-08-05,"Action,Drama,Romance",6.2,5.377,,,Action,Drama,Romance
163,687,11-11-11,32800.0,5700000.0,2011-11-11,"Horror,Mystery,Thriller",4.3,5.196,5732800.0,,Horror,Mystery,Thriller
164,688,Death of a Superhero,600.0,,2011-05-04,"Animation,Drama",7.1,5.158,,,Animation,Drama,
165,691,In the Land of Blood and Honey,304000.0,,2011-12-23,"Drama,Romance,War",6.1,5.099,,,Drama,Romance,War
166,692,I Melt With You,6400.0,,2011-12-09,Drama,5.8,5.081,,,Drama,,
167,693,Mere Brother Ki Dulhan,496000.0,,2011-09-09,"Comedy,Family,Romance",6.3,5.043,,,Comedy,Family,Romance
168,694,Judy Moody and the NOT Bummer Summer,15000000.0,678000.0,2011-06-10,"Comedy,Family",4.7,4.884,15678000.0,,Comedy,Family,
169,706,Armadillo,14600.0,2000000.0,2011-04-15,"Documentary,War",7.2,4.631,2014600.0,,Documentary,War,
170,707,Carancho,85500.0,3900000.0,2011-02-11,"Crime,Drama,Romance",6.6,4.554,3985500.0,,Crime,Drama,Romance
171,714,Three,120000.0,,2011-09-16,Drama,6.5,4.407,,,Drama,,
172,715,Project Nim,411000.0,,2011-07-08,Documentary,6.8,4.406,,,Documentary,,
173,716,Double Dhamaal,544000.0,,2011-07-01,"Comedy,Crime,Drama",4.6,4.392,,,Comedy,Crime,Drama
174,717,Mysteries of Lisbon,111000.0,14900.0,2011-08-05,"Drama,Mystery,Romance",7.0,4.249,125900.0,,Drama,Mystery,Romance
175,718,The Double Hour,1500000.0,1200000.0,2011-04-15,,6.2,3.989,2700000.0,,,,
176,719,London River,7200.0,1100000.0,2011-12-07,,6.5,3.944,1107200.0,,,,
177,721,The Robber,83500.0,125000.0,2011-04-29,"Biography,Crime,Drama",6.6,3.714,208500.0,,Biography,Crime,Drama
178,722,The Interrupters,282000.0,,2011-07-29,"Crime,Documentary",7.0,3.636,,,Crime,Documentary,
179,723,Love in Space,34800.0,,2011-09-09,"Comedy,Romance",5.8,3.562,,,Comedy,Romance,
180,724,Rapt,45800.0,2900000.0,2011-07-06,,6.3,3.535,2945800.0,,,,
181,725,Knuckle,2600.0,,2011-12-09,"Biography,Documentary,Drama",5.4,3.493,,,Biography,Documentary,Drama
182,726,Beginning of the Great Revival,151000.0,58200000.0,2011-01-01,"Drama,History",4.3,3.472,58351000.0,,Drama,History,
183,727,Nostalgia for the Light,164000.0,13700.0,2011-03-17,Documentary,7.8,3.401,177700.0,,Documentary,,
184,728,The Mill and the Cross,312000.0,30300.0,2011-03-18,"Drama,History",6.4,3.078,342300.0,,Drama,History,
185,729,The Myth of the American Sleepover,41000.0,,2011-07-22,"Comedy,Drama,Romance",6.2,3.066,,,Comedy,Drama,Romance
186,730,Bride Flight,501000.0,3700000.0,2011-06-10,,7.1,3.032,4201000.0,,,,
187,734,"Tuesday, After Christmas",27800.0,36200.0,2011-05-25,"Drama,Romance",6.8,2.775,64000.0,,Drama,Romance,
188,735,Oranges and Sunshine,143000.0,2400000.0,2011-10-21,"Drama,History",7.2,2.726,2543000.0,,Drama,History,
189,737,Footnote,2000000.0,,2011-05-25,Documentary,7.3,2.721,,,Documentary,,
190,738,Empire of Silver,,19000.0,2011-06-03,,5.8,2.72,,,,,
191,739,The Human Resources Manager,64000.0,329000.0,2011-03-04,"Comedy,Drama",6.9,2.62,393000.0,,Comedy,Drama,
192,742,Hell and Back Again,40600.0,,2011-10-04,"Action,Documentary,History",6.5,2.403,,,Action,Documentary,History
193,743,The Eye of the Storm,83600.0,,2011-09-07,Drama,5.4,2.329,,,Drama,,
194,745,Mozart's Sister,708000.0,132000.0,2011-08-19,"Biography,Drama,Music",6.5,2.309,840000.0,,Biography,Drama,Music
195,746,Young Goethe in Love,162000.0,5600000.0,2011-11-04,"Drama,Romance",6.0,2.218,5762000.0,,Drama,Romance,
196,755,Road to Nowhere,40300.0,121000.0,2011-06-10,"Biography,Documentary,Music",5.4,2.201,161300.0,,Biography,Documentary,Music
197,756,Buck,4000000.0,,2011-06-17,Documentary,7.3,2.172,,,Documentary,,
198,758,L'Amour Fou,312000.0,,2011-05-13,Documentary,7.3,2.078,,,Documentary,,
199,760,My Joy,6300.0,,2010-09-30,"Adventure,Drama",6.9,2.017,,,Adventure,Drama,
200,761,Caterpillar,4200.0,248000.0,2011-05-06,"Drama,War",7.4,2.003,252200.0,,Drama,War,
201,762,Khodorkovsky,39500.0,,2011-11-30,"Biography,Documentary,Drama",4.4,1.858,,,Biography,Documentary,Drama
202,763,Always Kabhi Kabhi,21400.0,,2011-06-17,"Comedy,Crime,Drama",3.7,1.775,,,Comedy,Crime,Drama
203,764,The Arbor,21600.0,105000.0,2011-04-27,"Biography,Documentary,Drama",6.7,1.705,126600.0,,Biography,Documentary,Drama
204,767,Viva Riva!,61800.0,,2011-06-10,"Crime,Drama,Thriller",5.7,1.488,,,Crime,Drama,Thriller
205,770,Force,,4800000.0,2011-09-30,"Action,Drama",6.2,1.433,,,Action,Drama,
206,775,Bonsai,21300.0,,2011-09-02,Drama,7.0,1.382,,,Drama,,
207,776,The Time That Remains,32900.0,1000000.0,2011-01-07,,6.6,1.376,1032900.0,,,,
208,779,Pastorela,161000.0,2700000.0,2011-12-02,"Comedy,Fantasy",6.0,1.354,2861000.0,,Comedy,Fantasy,
209,780,The Whale,81900.0,,2011-09-09,Documentary,5.5,1.231,,,Documentary,,
210,781,Unforgivable,154000.0,1200000.0,2011-09-09,Drama,6.5,1.176,1354000.0,,Drama,,
211,786,Clandestine Childhood,9000.0,,2011-12-20,Drama,7.0,1.105,,,Drama,,
212,787,Policeman,11300.0,27000.0,2011-10-15,Drama,5.9,1.089,38300.0,,Drama,,
213,804,El Bulli: Cooking in Progress,237000.0,,2011-09-15,Documentary,5.0,1.025,,,Documentary,,
214,805,To Die Like a Man,4000.0,900.0,2009-11-06,,6.3,1.024,4900.0,,,,
215,806,Revenge of the Electric Car,151000.0,,2011-10-21,Documentary,6.7,1.023,,,Documentary,,
216,807,Magic Trip,155000.0,,2011-08-05,,6.9,1.013,,,,,
217,809,"Life, Above All",134000.0,,2011-07-15,"Biography,Drama",6.9,0.952,,,Biography,Drama,
218,811,Bang Bang,2500000.0,39500000.0,2011-05-03,"Action,Adventure,Comedy",4.3,0.905,42000000.0,,Action,Adventure,Comedy
219,812,The Sleeping Beauty,29100.0,,2011-07-08,,4.0,0.849,,,,,
220,813,Magic to Win,10700.0,,2011-12-09,,5.2,0.839,,,,,
221,818,The Topp Twins: Untouchable Girls,29300.0,1800000.0,2011-05-13,,7.0,0.692,1829300.0,,,,
222,820,The Measure of a Man,112000.0,,2011-03-25,Drama,7.0,0.625,,,Drama,,
223,832,The Mayor,96800.0,,2011-11-12,Drama,6.0,0.6,,,Drama,,
224,833,Muran,30100.0,,2011-09-16,"Action,Thriller",6.0,0.6,,,Action,Thriller,
225,837,The Greatest Miracle,555000.0,2500000.0,2011-10-14,"Animation,Drama",5.6,0.6,3055000.0,,Animation,Drama,
226,838,The Warring States,69000.0,11800000.0,2011-04-22,"Drama,War",5.0,0.6,11869000.0,,Drama,War,
227,875,The Secret World of Arrietty,19200000.0,126400000.0,2012-02-17,"Adventure,Animation,Family",7.6,15.246,145600000.0,,Adventure,Animation,Family
228,887,Seeking Justice,412000.0,11900000.0,2012-03-16,"Action,Crime,Drama",5.9,14.262,12312000.0,,Action,Crime,Drama
229,930,From Up on Poppy Hill,1000000.0,60000000.0,2012-11-16,"Animation,Drama,Family",7.6,11.574,61000000.0,,Animation,Drama,Family
230,931,Piranha 3DD,377000.0,8100000.0,2012-06-01,"Comedy,Horror",4.2,11.544,8477000.0,,Comedy,Horror,
231,939,Salmon Fishing in the Yemen,9000000.0,25500000.0,2012-03-09,"Comedy,Drama,Romance",6.4,11.208,34500000.0,,Comedy,Drama,Romance
